sentence,tag
Beach holiday demand helps lift clouds for easyJet,0.456
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,0.273
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,-0.281
"StanChart announces $5.1 billion capital-raising plan, posts Q3 loss",-0.499
BT Group's third quarter revenues rise as restructure unveiled,0.5640000000000001
SSE share price: Peterhead station to supply voltage support to National Grid,0.253
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.025
Berkshire seeks to boost its Wells Fargo stake above 10 percent,0.314
AstraZeneca's patent on asthma drug invalidated by US court,-0.656
Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints,-0.468
Goodwin not to face Scottish prosecution over RBS,0.114
TOP NEWS: Barclays Profit Depressed By Foreign Exchange Provisions,-0.434
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,0.066
"Glencore 2014 profit in line, takes $1.1 billion charge on commodity prices",0.124
Morrisons share price: Group trading director departs as management cull ...,-0.158
Lloyds returns Â£13bn to UK taxpayer,-0.154
Weir leads FTSE lower after oil price profits warning,-0.59
Retail focus helps to shield Lloyds from banking chill,0.253
UPDATE 1-RBS raising $3.1 billion through issue of CoCo bonds,0.149
Retailers Kingfisher and Sports Direct rise in Britain's share index,0.459
UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper,0.262
EasyJet attracts more passengers in June but still lags Ryanair,0.21
"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",0.155
Barclays fined for anti-money-laundering failings,-0.811
CORRECTED-Shire to buy Dyax for about $5.9 bln,0.402
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",-0.242
ITV shares dip after update,-0.427
"Centrica extends gas deals with Gazprom, Statoil",0.23900000000000002
Glencore shares enjoy bounce-back after Hong Kong-led surge,0.434
Ruling sets lower limit on potential fine for BP,-0.261
Sports Direct Shares Tumble as Founder Ashley Sells Shares,-0.596
Shell challenges Exxon dominance with 47 billion-pound bid for BG,-0.196
Diageo receives reports from United Spirits on financial irregularities involving ...,-0.272
Credit checker Experian reports fall in full-year profit,-0.39
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,0.022
Barclays reports 8% fall in annual profits,-0.724
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.47600000000000003
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.40800000000000003
Chipotle Sales Plunge as Troubled Chain Gets Federal Subpoena,-0.789
Shell offers 50 percent premium to buy BG for $70 billion,0.193
Morrisons share price: Founder's son to assist CEO with turnaround,0.137
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,0.418
Sainsbury sells unit to LloydsPharmacy,0.234
Former Barclays traders stand trial in Libor case,-0.329
Tesco share price jumps as Q3 sales top estimates,0.719
"South Africa approves SABMiller, Coke bottling deal with conditions",0.308
CompaniesActelion shares hit record on Shire takeover talk,0.34500000000000003
UPDATE: Aggreko Interim Profit Drops As It Undertakes Restructuring,-0.381
"HSBC, Standard Chartered Lead Asia Bank Rout as U.K. Votes 'Out'",-0.536
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,-0.812
Standard Chartered Misses Estimates in Sands's Last Results,-0.438
"HSBC shakes up board with two new business chiefs, three departures",-0.074
Britain's FTSE slips from 2016 high as Sky falls,-0.458
BHP Billiton to lower copper production costs,0.31
Glencore Sells Shares to Raise $2.5 Billion and Reduce Debt,0.274
CompaniesSmith & Nephew flops 6.8% to foot of FTSE 100,-0.666
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",-0.152
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,0.20700000000000002
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,-0.5660000000000001
BP Judge Urged to Impose $11.7 Billion-Plus Spill Fine,-0.588
RBI surprises Street; Sensex pares gains after hitting mount 30k,0.89
"Royal Mail needs to deliver on modernisation plans, post haste",-0.046
Barclays CEO poaches risk head from JP Morgan,0.1
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-0.251
Clydesdale Bank H1 profits weighed down by PPI charge,-0.343
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,0.258
CompaniesDeutsche taps ex-StanChart executive for audit role,0.0
Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry,-0.05
Investors Remain Skeptical About Shell-BG Deal,-0.266
Amazon to attack UK grocery market with Morrisons deal,0.333
Glencore tells investors it is on track to reduce debt: Barclays,0.34400000000000003
UPDATE 3-Barclays fined for lax crime checks in 'deal of century',-0.8290000000000001
Prudential hit by withdrawals from M&G investment arm,-0.704
Old Mutual faces backlash over Â£9m chief exec payout plan,-0.379
Barclays backs new iPhone and Android app that lets users send each other money using a bitcoin network,0.147
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,0.198
Lloyds to cut 945 jobs as part of three-year restructuring strategy,-0.532
CommentOpening Quote: Tesco; Premier Foods jilted; FCA on IPOs,0.0
Investor Woodford calls for outsider to head GlaxoSmithKline,0.14
Randgold Resources third quarter profit slips despite record production,-0.39
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,-0.719
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",-0.14
UPDATE 1-UK to start selling remaining Royal Mail shares,-0.278
Companies Thetrainline.com announces arrival of London IPO,0.245
Hargreaves weathers torrid ISA season and Brexit fears,-0.6000000000000001
PRESS: UK Government Would Oppose Any BP Takeover - FT,-0.077
"Britain's FTSE gains, Land Securities up after dividend hike",0.549
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,0.25
What It Takes for Royal Dutch Shell to Break Even,0.0
Industry NewsPetrofac secures $250m North Sea contract,0.581
"Lloyds Will Cut 640 Jobs, Close 23 Branches as Part of 2014 Plan",0.28700000000000003
Royal Mail turnaround proving expensive in tough UK market,-0.057
IHG agrees $938 sale of InterContinental Hong Kong,0.28500000000000003
Barclays Said to Shrink Bonus Pool to Less Than 2 Billion Pounds,0.231
Shire Offers to Buy Baxalta for $30 Billion,0.302
Crown Castle buys Tower Development Corp for $461 million,0.366
LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,0.556
Norway's sovereign wealth fund says backed Shell CEO's pay,0.191
MarketsProperty stocks under pressure after Standard Life fund move,-0.31
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,-0.34
BP's fine for 2010 oil spill capped at $13.7 billion,-0.896
Oilfield services firm Petrofac's debt shoots up 50 per cent,-0.72
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,0.516
FTSE 100 movers: BG Group leads the charge as resource stocks jump,0.642
Spain's CaixaBank Expects To Close Deal For Banco BPI,0.277
Royal Mail share price: Postal service issues trading update,-0.111
Barclays Said to Cut 150 at Investment Bank as McCormick Departs,-0.492
Glencore fight back over debt fears lifts shares,0.278
SAB's Chairman Digs In With Board Divided on InBev Offer,0.04
Britain facing winter of blackouts as National Grid warns of tightest power ...,-0.251
AB InBev approaches SABMiller to explore $250bn tie-up,0.23700000000000002
Barclays launches first 100% mortgages since crisis,0.198
Germanwings disaster will not affect image of budget air travel - easyJet,0.096
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",-0.661
"After Barclays and Bank of America, Citigroup has blockchain in sight",0.178
Early victory for new CEO as Morrisons beats forecasts,0.753
Barclays said to be cutting 150 investment bank jobs,-0.456
Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.078
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",0.099
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,0.327
Unilever Finds Growth More Elusive as Sales Meet Estimates,0.41300000000000003
Primark racks up a happy Christmas after strong sales,0.704
New York says Barclays not cooperating in 'dark pool' probe,-0.599
"FDA approves NPS drug, in move validating Shire takeover deal",0.332
Royal Mail share price edges lower as group raises stamp price,-0.269
Sainsbury's and Glencore give FTSE a three-digit lift - London Report,0.719
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,-0.389
Tata Steel working with StanChart for UK unit sale - source,0.218
Diageo offloads major wine interests,-0.384
Glencore Agrees to Sell Minority Stake in Agriculture Business,0.264
Diageo sells wine businesses for 320m pounds,0.323
Breakingviews: IAG can pay more for Aer Lingus,0.12
UPDATE 1-UK government would oppose any takeover of BP -FT,-0.085
Australian mining slowdown hits Aggreko,-0.439
The sustainability of Royal Dutch Shell's dividend,0.0
CompaniesCoutts raids JPMorgan Chase for new CEO,0.0
Easyjet traffic hit by air traffic controller strikes and terrorism,-0.324
Dixons Carphone says cyber attack may have exposed customers' data,-0.6890000000000001
Stars aligned' for AB InBev's megabrew merger plan,0.256
AstraZeneca's Good Deal Turns Bad,-0.51
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,-0.357
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.456
Primark plots expansion in US and Europe,0.326
BP shares tumble after $2.2bn fourth-quarter loss,-0.927
Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,-0.268
Berkshire Hathaway's 4Q profit declines 17 percent,-0.724
Ex-Barclays traders sentenced to up to six years' jail in Libor case,-0.805
BP slashes capital spending by 20%,-0.462
Shell's profits hit by further slide in oil prices,-0.75
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,0.259
Stars aligned' for AB InBev's megabrew merger plan,0.292
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,0.365
Lloyds is cutting more than 600 jobs and shutting 21 branches,-0.29
Can BP Restore Its Lost Luster?,-0.306
"Britain's FTSE steadies below record high, BHP gains",0.512
"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",-0.214
"Can Standard Chartered PLC, BP plc & Burberry Group plc Keep Charging?",0.0
Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,0.213
Stakes High for AstraZeneca Heart Drug Facing Tough Competition,-0.24
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,0.461
Breakingviews: IAG can pay more for Aer Lingus,0.332
InterContinental Hotels denies exploring sale or merger,0.0
Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,0.307
Hargreaves Lansdown says first-quarter assets hit by stock market flux,-0.392
Aviva Expects 1500 Jobs Cuts from Friends Life Deal,0.2
CompaniesThiam received Â£5m pay packet for final months at Prudential,-0.07100000000000001
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",-0.338
Royal Dutch Shell Posts Rise in Earnings Despite Lower Oil Prices,0.323
Shell to Go Ahead With Petrochemical Plant in Pennsylvania,0.335
AB InBev approaches SABMiller to explore $250bn tie-up,0.20600000000000002
Sugar tax spurs Pepsi owner Britvic to change drinks recipes by 2020,-0.047
Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,-0.092
CompaniesPhilips transfers $900m of pension obligations,0.375
Barclays in $13.75 million US settlement over mutual funds,-0.5740000000000001
Standard Life stands tall amid pension reform,0.371
AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,0.33
Shire to buy NPS for $5.2 billion to boost rare disease drugs,0.296
Shell profit rises as company resist oil slump,0.558
FTSE ends higher; 3i Group leads after strong earnings,0.47400000000000003
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",-0.41400000000000003
Companies Severn Trent expects costs hit from inflation,-0.353
Glencore blames rivals for creating metals glut,-0.331
U.K. Shares Extend Rebound for Second Day as EasyJet Surges,0.28300000000000003
PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters,0.012
Tesco shares jump 6% after Christmas sales beat expectations,0.8140000000000001
"CompaniesNew Aggreko CEO to reshape business, strip costs",0.177
Verizon and AT&T accused of hurting rivals,-0.446
Exclusive - Britain targets sale of half its RBS stake in two years: sources,-0.298
U.S. Debt Lures Schroders as ECB Depresses Rates,0.048
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",0.31
InterContinental Hotels Denies Reports of Starwood Merger Talks,-0.078
Standard Chartered faces fresh claims of Iran sanctions violations,-0.51
Shire in talks with Baxalta shareholders,0.149
"SSE to Shut Coal-Fired Plant Amid Shift to Gas, Renewable Energy",0.056
Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort,-0.272
"UPDATE 1-Norway's Statoil shakes up top management, replaces CFO",-0.116
Relief for Lewis as Tesco sees sales grow for first time in a year,0.42
Clydesdale and Yorkshire moves closer to independence,0.299
"European stocks hover near 3-week low, Dialog and BHP slump",-0.584
Dave Lewis admits long road ahead for Tesco recovery,-0.226
Tesco leads FTSE higher on Clubcard bid reports,0.453
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,0.209
Admiral Group posts decline in 2014 earnings,-0.594
"Britain's FTSE bounces back, Mondi and Barratt lead",0.552
UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,0.328
Morrisons finance chief to fill gap as CEO leaves early,-0.114
Sophos aims to raise $100m in London IPO,0.214
UK chip designer ARM hits a high after iPhone 6 boost,0.601
Wolseley share price: Group updates on quarterly performance,0.0
Rio Tinto announces long-delayed expansion of Mongolia mine,0.322
Shire rises as dry eye treatment sails through trial,0.465
Doubts grow over GlaxoSmithKline's $6 bln capital return plan,-0.221
Aviva weighs cash handout after beating profit forecast,0.377
Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,-0.553
Greene King's third quarter sales boosted by festive season,0.363
Big account wins keep ad group WPP at front of pack,0.357
Worldpay readies for Â£6bn London float,0.162
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",0.116
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",0.1
Dyson Wants to Create a Hair Dryer Revolution,0.299
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,0.37
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",0.318
CORRECTED-Shire to buy Dyax for about $5.9 bln,0.62
BP set to cut hundreds of jobs at North Sea operations,-0.667
BP's head of exploration Richard Herbert departs,-0.149
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",-0.739
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,0.252
CompaniesRoyal Mail swerves new pricing regulations,-0.052000000000000005
JC Penney Cuts Pension Plan Obligation,0.075
Domino's Pizza worker sacked after crude slur aimed at customer on order screen,-0.275
"UPDATE 2-AB InBev launches SAB bid, to sell MillerCoors stake",-0.11900000000000001
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,0.362
France raises concerns over proposed LSE-Deutsche Boerse deal,-0.271
Genel Shares Plunge After Tony Hayward's Oil Explorer Cuts Crude Reserves at Core Field,-0.734
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,0.08600000000000001
Sports Direct boss Mike Ashley summoned to Westminster for questioning over the treatment of workers,-0.317
Diageo receives reports from United Spirits on financial irregularities involving ...,-0.255
Industry NewsWood Group wins multi-million dollar contract with BP,0.588
"Centrica extends gas deals with Gazprom, Statoil",0.164
Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,0.379
Sainsbury's pressed to raise bid for Home Retail Group,0.385
"Buffett's Berkshire builds Deere stake, dumps Exxon",-0.548
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.367
Analysis - Copper market may get a 2003-style supply shock from Glencore closures,-0.605
Tesco share price: Korean currency slide may hit Homeplus sale plans,-0.367
AstraZeneca cancer drug may not be so fast getting to market,-0.393
Tullow Oil Suspends Dividend Amid Oil Price Fall,-0.498
UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,-0.637
Diageo Shares Surge on Report of Possible Takeover by Lemann,0.41500000000000004
"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",0.189
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,0.387
Centrica suffers protest from shareholders over pay,-0.41100000000000003
Google Fiber to buy Webpass for big city Internet service,0.329
Is It Worth Investing In Tesco PLC And Prudential plc Now?,0.181
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,0.492
Halfords appoints Jonny Mason as new CFO,0.0
UPDATE 5-Buffett pays high price for Precision Castparts,0.21
Experian says receives class actions related to T-Mobile breach,-0.6980000000000001
Market Report: Aviva tops the market as traders approve of its choice of Friends,0.601
IAG closes in on Aer Lingus with increased offer,0.596
GKN to buy Fokker Technologies for 706 mln euros,0.295
UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,0.275
Pearson in Talks to Sell Its Stake in the Economist Group,0.43
CompaniesTesco sheds Harris & Hoole coffee shops,0.30000000000000004
REFILE-BP agrees UK gas pipeline stake sale to infrastructur,0.268
"BHP Billiton slashes dividend, posts $5.67 billion net loss",-0.341
"StanChart capital raising would be ""major surprise"" -investor Aberdeen",0.044
Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,-0.579
Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates,0.534
Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,0.551
BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,0.439
Direct Line rings up higher profit,0.482
Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity,0.183
AstraZeneca sells rights to anaesthetics to South Africa's Aspen,0.325
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,0.211
StanChart and RBS struggle in Bank of England stress tests,-0.738
Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts,0.291
NPS prospects dependent on drug approval,0.0
Priceline's stock jumps to new high for the year after Barclays upgrade,0.847
Tesco leads leap in FTSE 100; Marks & Spencer drops,0.389
Tesco UK personnel director quits supermarket,-0.223
Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs,0.0
Exxon Beaumont CDU overhaul to be slowed by accident: sources,-0.368
TalkTalk hires BAE Systems to investigate cyber attack,-0.113
Valeant Said to Name New CEO With Pearson Still Hospitalized,0.015
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,0.28200000000000003
Barclays appoints JPMorgan's Paul Compton as new COO,-0.014
Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion,0.445
Weir Group sees continued fall in orders from oil and gas business,-0.382
New BG Group CEO Helge Lund Starts Earlier Than Expected,0.043000000000000003
"BHP, Residents Brace as Cyclone Stan Nears Australian Coast",-0.15
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,0.28400000000000003
"Barclays brands financier Amanda Staveley's $1bn claim as ""misconceived""",-0.47500000000000003
"GlaxoSmithKline rebound gathering pace, says outgoing CEO",0.209
AB InBev to sell more SAB assets as seeks EU deal approval,-0.079
UK government cuts stake in Lloyds to below 11 percent,-0.18
Morrisons store closures: 900 jobs to go as 11 branches are closed due to ...,-0.2
BP chairman defends CEO Bob Dudley's pay increase,0.042
Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,-0.649
SAB's Chairman Digs In With Board Divided on InBev Offer,0.016
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,-0.675
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",0.385
Persimmon shares nudge higher as housebuilder sees strong 2014,0.362
UPDATE 1-BG Group's record output limits oil price fallout,0.146
Standard Life share price: Group gets approval to hike stake in India JV,0.336
Tesco Mobile is offering you cash back in exchange for looking at ads,0.111
"Wolseley profit up 18%, warns on revenue growth",0.429
ITV share price: Group mulls takeover of Canada's Entertainment One,0.462
Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...,0.256
SABMiller buys Meantime to quench thirst for craft beer,0.296
"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",0.10200000000000001
"After Barclays and Bank of America, Citigroup has blockchain in sight",0.198
US says HSBC must do more to improve compliance,-0.251
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,0.11900000000000001
Staley to face challenges at Barclays,-0.219
GSK aims to file up to 20 new drugs for approval by 2020,0.422
British American Tobacco accused of bribing senior politicians to sabotage ...,-0.794
BT finance director Tony Chanmugam to step down,-0.17
AstraZeneca to cut costs but stays silent on M&A talk,0.192
"Buffett's Berkshire builds Deere stake, dumps Exxon",0.031
Barclays Not Convinced by Gains in South African Stocks: Chart,-0.2
5 Years After BP Spill: What's Changed in Offshore Drilling,-0.468
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,0.372
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,0.30000000000000004
"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far",-0.263
Hargreaves Lansdown share price falls as costs mount - although pensions ...,-0.514
Meggitt agrees to buy US aerospace component firm for $340 million,0.216
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,0.333
Bloomberg buys Barclays' benchmarking business,0.275
"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder",-0.232
Royal Bank of Scotland chair hints Brexit turmoil will delay government sale,-0.358
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",-0.259
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,0.391
Shire Sees Baxalta Deal Closing as Expected After New Rules,0.274
AstraZeneca heart drug boosted by major clinical trial success,0.5720000000000001
Shire share price under pressure after $32bn Baxalta deal,-0.198
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,0.502
CompaniesGlencore's annual results beat forecasts,0.792
Warren Buffett's Berkshire Hathaway quarterly profit jumps almost one third,0.667
Pfizer to cut 120 jobs with closure of Cambridge R&D centre,-0.456
Sainsbury's says to outperform rivals in tough market,0.536
Centrica share price: British Gas under fire despite 5% price cut,-0.337
RBI surprises Street; Sensex pares gains after hitting mount 30k,-0.216
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",-0.657
easyJet leads Britain's FTSE lower as global bond rout resumes,-0.495
AB InBev to Sell SABMiller Stake in China's Snow Beer,-0.045
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,0.358
Tesco share price closes higher as two more directors leave grocer,0.354
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,-0.038
UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,-0.229
"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",0.057
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,0.0
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,-0.266
Copper Prices up on Glencore Cuts to Zinc Supply,0.541
WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive,0.109
Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?,-0.775
UK government cuts stake in Lloyds to below 11 pct,-0.596
Passengers rise at EasyJet and Aer Lingus,0.329
"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",-0.6000000000000001
"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes",0.41200000000000003
Prudential Financial quarterly profit rises 64 pct,0.9500000000000001
US Seeks Huawei Records on Dealings With Sanctioned Nations,-0.388
Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies,-0.17200000000000001
UPDATE 1-AstraZeneca potassium drug delayed by manufacturing snag,-0.28400000000000003
Activist Fund TCI Backs German Takeover of London Stock Exchange,0.34900000000000003
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",-0.402
Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal,-0.539
AB InBev to sell more SAB assets as seeks EU deal approval,0.193
Berkshire applies to boost Wells Fargo stake above 10 percent,0.225
Tesco leads leap in FTSE 100; Marks & Spencer drops,-0.34700000000000003
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),0.41300000000000003
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",0.148
BG Group appoints new CEO one month early,0.069
"FDA panel backs Glaxo asthma drug for adults, not adolescents",0.305
Barclays set to name former JPMorgan banker Staley as new CEO,0.0
Kingfisher share price slides on cost to implement new strategy,-0.786
"CompaniesTravis Perkins lifts dividend, earnings rise 15%",0.494
Standard Chartered Shifts Emerging-Markets Strategy After Losses,-0.461
